city,location,value,unit,country,coordinates,timestamp
Chennai,Chennai_Central,92.0,µg/m³,IN,"{'latitude': 28.530488426756346, 'longitude': 77.04030879736595}",2025-10-24 11:30:50.877925
Hyderabad,Hyderabad_Central,50.5,µg/m³,IN,"{'latitude': 28.605129989969335, 'longitude': 77.25020883101143}",2025-10-24 11:30:50.877925
Pune,Pune_Central,39.6,µg/m³,IN,"{'latitude': 28.71996799568754, 'longitude': 77.10335840545459}",2025-10-24 11:30:50.877925
Ahmedabad,Ahmedabad_Central,70.5,µg/m³,IN,"{'latitude': 28.695863108174873, 'longitude': 77.27685779329465}",2025-10-24 11:30:50.877925
Jaipur,Jaipur_Central,72.5,µg/m³,IN,"{'latitude': 28.62511869563973, 'longitude': 77.25201786791041}",2025-10-24 11:30:50.877925
Lucknow,Lucknow_Central,91.0,µg/m³,IN,"{'latitude': 28.59185155356177, 'longitude': 77.24991620945015}",2025-10-24 11:30:50.877925
Kanpur,Kanpur_Central,100.2,µg/m³,IN,"{'latitude': 28.617918946814918, 'longitude': 77.34919214079542}",2025-10-24 11:30:50.877925
Nagpur,Nagpur_Central,56.2,µg/m³,IN,"{'latitude': 28.619680142143768, 'longitude': 77.14868369959153}",2025-10-24 11:30:50.877925
Indore,Indore_Central,86.0,µg/m³,IN,"{'latitude': 28.616312201943032, 'longitude': 77.13830833415697}",2025-10-24 11:30:50.877925
Bhopal,Bhopal_Central,39.9,µg/m³,IN,"{'latitude': 28.546601313042927, 'longitude': 77.24304998824883}",2025-10-24 11:30:50.877925
Patna,Patna_Central,101.7,µg/m³,IN,"{'latitude': 28.658526666451152, 'longitude': 77.25091333919748}",2025-10-24 11:30:50.877925
Vadodara,Vadodara_Central,94.4,µg/m³,IN,"{'latitude': 28.609340996584482, 'longitude': 77.09232145143977}",2025-10-24 11:30:50.877925
Ludhiana,Ludhiana_Central,50.8,µg/m³,IN,"{'latitude': 28.418039071791313, 'longitude': 77.25226778254387}",2025-10-24 11:30:50.877925
Agra,Agra_Central,100.6,µg/m³,IN,"{'latitude': 28.497554129155017, 'longitude': 77.04802351045694}",2025-10-24 11:30:50.877925
Nashik,Nashik_Central,42.1,µg/m³,IN,"{'latitude': 28.628102300843636, 'longitude': 77.24377036819553}",2025-10-24 11:30:50.877925
Faridabad,Faridabad_Central,129.0,µg/m³,IN,"{'latitude': 28.505167290527567, 'longitude': 77.19214992800926}",2025-10-24 11:30:50.877925
Delhi,Delhi_Central,161.5,µg/m³,IN,"{'latitude': 28.7261887437596, 'longitude': 77.16240499497725}",2025-10-24 12:30:50.877925
Mumbai,Mumbai_Central,46.6,µg/m³,IN,"{'latitude': 28.713111339745737, 'longitude': 77.234680895746}",2025-10-24 12:30:50.877925
Kolkata,Kolkata_Central,40.2,µg/m³,IN,"{'latitude': 28.657499176891896, 'longitude': 77.21813249533106}",2025-10-24 12:30:50.877925
Chennai,Chennai_Central,55.9,µg/m³,IN,"{'latitude': 28.476794913305692, 'longitude': 77.20809873215819}",2025-10-24 12:30:50.877925
Hyderabad,Hyderabad_Central,78.1,µg/m³,IN,"{'latitude': 28.856046176856715, 'longitude': 77.35925776620184}",2025-10-24 12:30:50.877925
Pune,Pune_Central,25.0,µg/m³,IN,"{'latitude': 28.508544561741985, 'longitude': 77.26083390779256}",2025-10-24 12:30:50.877925
Ahmedabad,Ahmedabad_Central,63.0,µg/m³,IN,"{'latitude': 28.564995694571316, 'longitude': 77.02474340851623}",2025-10-24 12:30:50.877925
Lucknow,Lucknow_Central,81.5,µg/m³,IN,"{'latitude': 28.570039829034776, 'longitude': 77.20868968002031}",2025-10-24 12:30:50.877925
Kanpur,Kanpur_Central,100.9,µg/m³,IN,"{'latitude': 28.62684087577282, 'longitude': 77.28834102552194}",2025-10-24 12:30:50.877925
Nagpur,Nagpur_Central,46.7,µg/m³,IN,"{'latitude': 28.626528245192226, 'longitude': 76.99545473894423}",2025-10-24 12:30:50.877925
Indore,Indore_Central,48.2,µg/m³,IN,"{'latitude': 28.53646965689537, 'longitude': 77.17113388808737}",2025-10-24 12:30:50.877925
Patna,Patna_Central,139.5,µg/m³,IN,"{'latitude': 28.485472294506668, 'longitude': 77.21127344929974}",2025-10-24 12:30:50.877925
Vadodara,Vadodara_Central,102.5,µg/m³,IN,"{'latitude': 28.785504724532217, 'longitude': 77.17910321190789}",2025-10-24 12:30:50.877925
Ludhiana,Ludhiana_Central,106.4,µg/m³,IN,"{'latitude': 28.47287182438347, 'longitude': 77.1845705296026}",2025-10-24 12:30:50.877925
Agra,Agra_Central,132.8,µg/m³,IN,"{'latitude': 28.508825624664578, 'longitude': 77.29123949570788}",2025-10-24 12:30:50.877925
Nashik,Nashik_Central,47.4,µg/m³,IN,"{'latitude': 28.529516417509686, 'longitude': 77.02353010580093}",2025-10-24 12:30:50.877925
Faridabad,Faridabad_Central,122.5,µg/m³,IN,"{'latitude': 28.619407342960706, 'longitude': 77.2358774444107}",2025-10-24 12:30:50.877925
Delhi,Delhi_Central,84.8,µg/m³,IN,"{'latitude': 28.719191471398393, 'longitude': 77.22125489398935}",2025-10-24 13:30:50.877925
Mumbai,Mumbai_Central,45.5,µg/m³,IN,"{'latitude': 28.579419452511026, 'longitude': 77.32564047605817}",2025-10-24 13:30:50.877925
Kolkata,Kolkata_Central,60.6,µg/m³,IN,"{'latitude': 28.629685359711885, 'longitude': 77.14502508837562}",2025-10-24 13:30:50.877925
Chennai,Chennai_Central,45.0,µg/m³,IN,"{'latitude': 28.634796676265523, 'longitude': 77.24218777589223}",2025-10-24 13:30:50.877925
Bangalore,Bangalore_Central,52.9,µg/m³,IN,"{'latitude': 28.55039330665037, 'longitude': 77.14153664206489}",2025-10-24 13:30:50.877925
Hyderabad,Hyderabad_Central,31.6,µg/m³,IN,"{'latitude': 28.555877104444466, 'longitude': 77.25008381568318}",2025-10-24 13:30:50.877925
Pune,Pune_Central,49.4,µg/m³,IN,"{'latitude': 28.510971664638554, 'longitude': 77.05957416462225}",2025-10-24 13:30:50.877925
Ahmedabad,Ahmedabad_Central,86.0,µg/m³,IN,"{'latitude': 28.629385768879505, 'longitude': 77.21205051458293}",2025-10-24 13:30:50.877925
Jaipur,Jaipur_Central,64.4,µg/m³,IN,"{'latitude': 28.596094645368957, 'longitude': 77.18786196043706}",2025-10-24 13:30:50.877925
Lucknow,Lucknow_Central,136.4,µg/m³,IN,"{'latitude': 28.637006835139477, 'longitude': 77.03952152725947}",2025-10-24 13:30:50.877925
Kanpur,Kanpur_Central,65.1,µg/m³,IN,"{'latitude': 28.452179267552324, 'longitude': 77.11555504833717}",2025-10-24 13:30:50.877925
Bhopal,Bhopal_Central,69.6,µg/m³,IN,"{'latitude': 28.549481115623745, 'longitude': 77.1115135650942}",2025-10-24 13:30:50.877925
Patna,Patna_Central,61.0,µg/m³,IN,"{'latitude': 28.587731626866397, 'longitude': 77.21276106121934}",2025-10-24 13:30:50.877925
Vadodara,Vadodara_Central,57.4,µg/m³,IN,"{'latitude': 28.61903383639226, 'longitude': 77.0549471073616}",2025-10-24 13:30:50.877925
Ludhiana,Ludhiana_Central,56.4,µg/m³,IN,"{'latitude': 28.75144843352868, 'longitude': 77.29589972586868}",2025-10-24 13:30:50.877925
Agra,Agra_Central,79.9,µg/m³,IN,"{'latitude': 28.76424841991415, 'longitude': 77.14743083855267}",2025-10-24 13:30:50.877925
Nashik,Nashik_Central,66.1,µg/m³,IN,"{'latitude': 28.47994528607137, 'longitude': 77.12799852505911}",2025-10-24 13:30:50.877925
Faridabad,Faridabad_Central,145.8,µg/m³,IN,"{'latitude': 28.671577435155044, 'longitude': 77.10445868009766}",2025-10-24 13:30:50.877925
Delhi,Delhi_Central,67.9,µg/m³,IN,"{'latitude': 28.52258352267056, 'longitude': 77.14666961782628}",2025-10-24 14:30:50.877925
Kolkata,Kolkata_Central,74.9,µg/m³,IN,"{'latitude': 28.660736656951094, 'longitude': 77.31006164451051}",2025-10-24 14:30:50.877925
Chennai,Chennai_Central,11.5,µg/m³,IN,"{'latitude': 28.723697101965733, 'longitude': 77.16305085649428}",2025-10-24 14:30:50.877925
Bangalore,Bangalore_Central,46.3,µg/m³,IN,"{'latitude': 28.711465725131696, 'longitude': 77.13196565489524}",2025-10-24 14:30:50.877925
Pune,Pune_Central,45.6,µg/m³,IN,"{'latitude': 28.692676498598885, 'longitude': 77.23616222155701}",2025-10-24 14:30:50.877925
Ahmedabad,Ahmedabad_Central,99.1,µg/m³,IN,"{'latitude': 28.438538666711082, 'longitude': 77.37190639293343}",2025-10-24 14:30:50.877925
Jaipur,Jaipur_Central,113.5,µg/m³,IN,"{'latitude': 28.4845683562508, 'longitude': 77.00018271155628}",2025-10-24 14:30:50.877925
Lucknow,Lucknow_Central,118.2,µg/m³,IN,"{'latitude': 28.731354692165347, 'longitude': 77.3027674432025}",2025-10-24 14:30:50.877925
Kanpur,Kanpur_Central,90.2,µg/m³,IN,"{'latitude': 28.54237391083347, 'longitude': 77.05636541637544}",2025-10-24 14:30:50.877925
Nagpur,Nagpur_Central,56.7,µg/m³,IN,"{'latitude': 28.646680382144183, 'longitude': 77.1813043997195}",2025-10-24 14:30:50.877925
Indore,Indore_Central,72.9,µg/m³,IN,"{'latitude': 28.718639659762157, 'longitude': 77.19351602783176}",2025-10-24 14:30:50.877925
Bhopal,Bhopal_Central,56.4,µg/m³,IN,"{'latitude': 28.487820331872165, 'longitude': 77.340139309438}",2025-10-24 14:30:50.877925
Patna,Patna_Central,81.0,µg/m³,IN,"{'latitude': 28.64162227550822, 'longitude': 77.10707709406994}",2025-10-24 14:30:50.877925
Vadodara,Vadodara_Central,77.8,µg/m³,IN,"{'latitude': 28.705658085830958, 'longitude': 77.30293419597234}",2025-10-24 14:30:50.877925
Ludhiana,Ludhiana_Central,70.0,µg/m³,IN,"{'latitude': 28.66412784481435, 'longitude': 77.15068147804227}",2025-10-24 14:30:50.877925
Agra,Agra_Central,101.0,µg/m³,IN,"{'latitude': 28.67159906899918, 'longitude': 77.19363549802021}",2025-10-24 14:30:50.877925
Nashik,Nashik_Central,86.2,µg/m³,IN,"{'latitude': 28.73006377272936, 'longitude': 77.21555631899099}",2025-10-24 14:30:50.877925
Faridabad,Faridabad_Central,120.6,µg/m³,IN,"{'latitude': 28.59254225930666, 'longitude': 77.0331432183012}",2025-10-24 14:30:50.877925
Mumbai,Mumbai_Central,57.0,µg/m³,IN,"{'latitude': 28.568442264490884, 'longitude': 77.24774757362559}",2025-10-24 15:30:50.877925
Kolkata,Kolkata_Central,128.6,µg/m³,IN,"{'latitude': 28.58786452831157, 'longitude': 77.15002157670861}",2025-10-24 15:30:50.877925
Chennai,Chennai_Central,70.9,µg/m³,IN,"{'latitude': 28.63906398797512, 'longitude': 77.18852174138634}",2025-10-24 15:30:50.877925
Bangalore,Bangalore_Central,54.8,µg/m³,IN,"{'latitude': 28.699669192946875, 'longitude': 77.4070267484324}",2025-10-24 15:30:50.877925
Hyderabad,Hyderabad_Central,10.0,µg/m³,IN,"{'latitude': 28.67474475738233, 'longitude': 77.08375868275557}",2025-10-24 15:30:50.877925
Pune,Pune_Central,54.9,µg/m³,IN,"{'latitude': 28.476074281738153, 'longitude': 77.17647229902973}",2025-10-24 15:30:50.877925
Ahmedabad,Ahmedabad_Central,10.0,µg/m³,IN,"{'latitude': 28.65528734671087, 'longitude': 77.13466865003073}",2025-10-24 15:30:50.877925
Jaipur,Jaipur_Central,129.1,µg/m³,IN,"{'latitude': 28.666332308416685, 'longitude': 77.23175093384307}",2025-10-24 15:30:50.877925
Lucknow,Lucknow_Central,106.0,µg/m³,IN,"{'latitude': 28.644510274573282, 'longitude': 77.06899111849353}",2025-10-24 15:30:50.877925
Kanpur,Kanpur_Central,87.8,µg/m³,IN,"{'latitude': 28.599289832313033, 'longitude': 77.03191467591039}",2025-10-24 15:30:50.877925
Indore,Indore_Central,25.2,µg/m³,IN,"{'latitude': 28.552498432976186, 'longitude': 77.02111708089255}",2025-10-24 15:30:50.877925
Bhopal,Bhopal_Central,15.9,µg/m³,IN,"{'latitude': 28.64860453480257, 'longitude': 77.2511656358272}",2025-10-24 15:30:50.877925
Patna,Patna_Central,134.4,µg/m³,IN,"{'latitude': 28.54215520140059, 'longitude': 77.25918154434787}",2025-10-24 15:30:50.877925
Vadodara,Vadodara_Central,97.4,µg/m³,IN,"{'latitude': 28.642552578146514, 'longitude': 77.14891845312624}",2025-10-24 15:30:50.877925
Ludhiana,Ludhiana_Central,107.0,µg/m³,IN,"{'latitude': 28.52543016632813, 'longitude': 77.0201511240516}",2025-10-24 15:30:50.877925
Agra,Agra_Central,142.9,µg/m³,IN,"{'latitude': 28.463259272410646, 'longitude': 77.24233653793966}",2025-10-24 15:30:50.877925
Nashik,Nashik_Central,10.0,µg/m³,IN,"{'latitude': 28.715020453808126, 'longitude': 77.21784957877945}",2025-10-24 15:30:50.877925
Faridabad,Faridabad_Central,119.9,µg/m³,IN,"{'latitude': 28.691429424925698, 'longitude': 77.27708531869284}",2025-10-24 15:30:50.877925
Delhi,Delhi_Central,64.4,µg/m³,IN,"{'latitude': 28.632821937883293, 'longitude': 77.19182112806863}",2025-10-24 16:30:50.877925
Mumbai,Mumbai_Central,62.3,µg/m³,IN,"{'latitude': 28.652094514943123, 'longitude': 77.1620560887928}",2025-10-24 16:30:50.877925
Kolkata,Kolkata_Central,66.8,µg/m³,IN,"{'latitude': 28.565171733948457, 'longitude': 77.314615649373}",2025-10-24 16:30:50.877925
Chennai,Chennai_Central,92.2,µg/m³,IN,"{'latitude': 28.526301232879657, 'longitude': 77.10348318333263}",2025-10-24 16:30:50.877925
Bangalore,Bangalore_Central,35.3,µg/m³,IN,"{'latitude': 28.56701536367388, 'longitude': 77.14489652884983}",2025-10-24 16:30:50.877925
Hyderabad,Hyderabad_Central,31.7,µg/m³,IN,"{'latitude': 28.619878416640564, 'longitude': 77.15946161319215}",2025-10-24 16:30:50.877925
Pune,Pune_Central,64.8,µg/m³,IN,"{'latitude': 28.432618042413203, 'longitude': 77.15650963313912}",2025-10-24 16:30:50.877925
Ahmedabad,Ahmedabad_Central,160.9,µg/m³,IN,"{'latitude': 28.566476728759003, 'longitude': 77.15940337632644}",2025-10-24 16:30:50.877925
Jaipur,Jaipur_Central,88.7,µg/m³,IN,"{'latitude': 28.63559899300824, 'longitude': 77.08603027970713}",2025-10-24 16:30:50.877925
Lucknow,Lucknow_Central,64.4,µg/m³,IN,"{'latitude': 28.510478539309105, 'longitude': 77.20805428543058}",2025-10-24 16:30:50.877925
Nagpur,Nagpur_Central,36.3,µg/m³,IN,"{'latitude': 28.634143590564246, 'longitude': 77.4033955525053}",2025-10-24 16:30:50.877925
Indore,Indore_Central,62.8,µg/m³,IN,"{'latitude': 28.646256096085796, 'longitude': 77.37436521829007}",2025-10-24 16:30:50.877925
Bhopal,Bhopal_Central,31.0,µg/m³,IN,"{'latitude': 28.66492441191839, 'longitude': 77.19686508339315}",2025-10-24 16:30:50.877925
Patna,Patna_Central,105.5,µg/m³,IN,"{'latitude': 28.75017185440521, 'longitude': 77.21898841955068}",2025-10-24 16:30:50.877925
Vadodara,Vadodara_Central,83.3,µg/m³,IN,"{'latitude': 28.488792926163, 'longitude': 77.19228563201595}",2025-10-24 16:30:50.877925
Ludhiana,Ludhiana_Central,115.9,µg/m³,IN,"{'latitude': 28.632460869625234, 'longitude': 77.14638768633114}",2025-10-24 16:30:50.877925
Agra,Agra_Central,15.7,µg/m³,IN,"{'latitude': 28.728462567303158, 'longitude': 77.13469410926102}",2025-10-24 16:30:50.877925
Nashik,Nashik_Central,49.2,µg/m³,IN,"{'latitude': 28.703016333092524, 'longitude': 77.32889654673251}",2025-10-24 16:30:50.877925
Faridabad,Faridabad_Central,75.8,µg/m³,IN,"{'latitude': 28.683985287758222, 'longitude': 77.26474693886317}",2025-10-24 16:30:50.877925
Delhi,Delhi_Central,52.5,µg/m³,IN,"{'latitude': 28.683946577624983, 'longitude': 77.40602199567128}",2025-10-24 17:30:50.877925
Mumbai,Mumbai_Central,90.8,µg/m³,IN,"{'latitude': 28.529184276571005, 'longitude': 77.1625363230543}",2025-10-24 17:30:50.877925
Kolkata,Kolkata_Central,66.8,µg/m³,IN,"{'latitude': 28.695299434092355, 'longitude': 77.2877711459127}",2025-10-24 17:30:50.877925
Chennai,Chennai_Central,72.3,µg/m³,IN,"{'latitude': 28.666453113077655, 'longitude': 77.2405449547883}",2025-10-24 17:30:50.877925
Bangalore,Bangalore_Central,56.2,µg/m³,IN,"{'latitude': 28.65593965824479, 'longitude': 77.28316562112245}",2025-10-24 17:30:50.877925
Hyderabad,Hyderabad_Central,49.5,µg/m³,IN,"{'latitude': 28.575584117827763, 'longitude': 77.20572386288134}",2025-10-24 17:30:50.877925
Pune,Pune_Central,73.1,µg/m³,IN,"{'latitude': 28.70143401999206, 'longitude': 77.30430959223133}",2025-10-24 17:30:50.877925
Ahmedabad,Ahmedabad_Central,42.4,µg/m³,IN,"{'latitude': 28.600969246091832, 'longitude': 77.1735790514483}",2025-10-24 17:30:50.877925
Jaipur,Jaipur_Central,62.8,µg/m³,IN,"{'latitude': 28.55170949081498, 'longitude': 77.1140895872026}",2025-10-24 17:30:50.877925
Lucknow,Lucknow_Central,128.2,µg/m³,IN,"{'latitude': 28.714769893133766, 'longitude': 77.3511530790057}",2025-10-24 17:30:50.877925
Kanpur,Kanpur_Central,129.4,µg/m³,IN,"{'latitude': 28.5239750141987, 'longitude': 77.09659811732607}",2025-10-24 17:30:50.877925
Nagpur,Nagpur_Central,37.4,µg/m³,IN,"{'latitude': 28.695697049007677, 'longitude': 77.22952385977278}",2025-10-24 17:30:50.877925
Indore,Indore_Central,72.2,µg/m³,IN,"{'latitude': 28.53065666510549, 'longitude': 77.28150158691709}",2025-10-24 17:30:50.877925
Bhopal,Bhopal_Central,66.4,µg/m³,IN,"{'latitude': 28.560592497777574, 'longitude': 77.25260751425671}",2025-10-24 17:30:50.877925
Patna,Patna_Central,120.3,µg/m³,IN,"{'latitude': 28.664616256916755, 'longitude': 77.18669266169928}",2025-10-24 17:30:50.877925
Vadodara,Vadodara_Central,46.0,µg/m³,IN,"{'latitude': 28.79262072317277, 'longitude': 77.10861461784796}",2025-10-24 17:30:50.877925
Ludhiana,Ludhiana_Central,127.8,µg/m³,IN,"{'latitude': 28.665558495958937, 'longitude': 77.22507314341243}",2025-10-24 17:30:50.877925
Agra,Agra_Central,150.6,µg/m³,IN,"{'latitude': 28.678625640810036, 'longitude': 77.10172344240299}",2025-10-24 17:30:50.877925
Nashik,Nashik_Central,61.4,µg/m³,IN,"{'latitude': 28.7214333083795, 'longitude': 77.1199569912003}",2025-10-24 17:30:50.877925
Faridabad,Faridabad_Central,127.0,µg/m³,IN,"{'latitude': 28.547337330064078, 'longitude': 77.11090413310649}",2025-10-24 17:30:50.877925
Delhi,Delhi_Central,155.2,µg/m³,IN,"{'latitude': 28.58548144488747, 'longitude': 77.19037863434622}",2025-10-24 18:30:50.877925
Mumbai,Mumbai_Central,89.4,µg/m³,IN,"{'latitude': 28.622494268778716, 'longitude': 77.20000867079159}",2025-10-24 18:30:50.877925
Kolkata,Kolkata_Central,87.9,µg/m³,IN,"{'latitude': 28.694689695580593, 'longitude': 77.20664229819648}",2025-10-24 18:30:50.877925
Chennai,Chennai_Central,53.8,µg/m³,IN,"{'latitude': 28.742189796432562, 'longitude': 77.16270465212318}",2025-10-24 18:30:50.877925
Bangalore,Bangalore_Central,67.6,µg/m³,IN,"{'latitude': 28.671320004126326, 'longitude': 77.210676425801}",2025-10-24 18:30:50.877925
Hyderabad,Hyderabad_Central,61.3,µg/m³,IN,"{'latitude': 28.66440443687246, 'longitude': 77.12300607518284}",2025-10-24 18:30:50.877925
Pune,Pune_Central,31.0,µg/m³,IN,"{'latitude': 28.510217965924223, 'longitude': 77.03351140959312}",2025-10-24 18:30:50.877925
Ahmedabad,Ahmedabad_Central,125.7,µg/m³,IN,"{'latitude': 28.681825530871887, 'longitude': 77.21919130824988}",2025-10-24 18:30:50.877925
Jaipur,Jaipur_Central,98.6,µg/m³,IN,"{'latitude': 28.511713404568695, 'longitude': 77.14328567907246}",2025-10-24 18:30:50.877925
Lucknow,Lucknow_Central,114.5,µg/m³,IN,"{'latitude': 28.41379050086247, 'longitude': 77.06387986368851}",2025-10-24 18:30:50.877925
Kanpur,Kanpur_Central,133.7,µg/m³,IN,"{'latitude': 28.623213363224387, 'longitude': 77.24575161939336}",2025-10-24 18:30:50.877925
Nagpur,Nagpur_Central,83.2,µg/m³,IN,"{'latitude': 28.667261563439546, 'longitude': 77.18481720211015}",2025-10-24 18:30:50.877925
Indore,Indore_Central,117.7,µg/m³,IN,"{'latitude': 28.77935316155594, 'longitude': 77.28703585036959}",2025-10-24 18:30:50.877925
Bhopal,Bhopal_Central,41.5,µg/m³,IN,"{'latitude': 28.827164917641447, 'longitude': 77.30797209467671}",2025-10-24 18:30:50.877925
Patna,Patna_Central,139.5,µg/m³,IN,"{'latitude': 28.42634088500574, 'longitude': 77.25212706488117}",2025-10-24 18:30:50.877925
Vadodara,Vadodara_Central,151.8,µg/m³,IN,"{'latitude': 28.79437070065883, 'longitude': 77.22425878073096}",2025-10-24 18:30:50.877925
Ludhiana,Ludhiana_Central,120.6,µg/m³,IN,"{'latitude': 28.549969669587874, 'longitude': 77.37282265522377}",2025-10-24 18:30:50.877925
Agra,Agra_Central,185.8,µg/m³,IN,"{'latitude': 28.677242898712407, 'longitude': 77.1270550751429}",2025-10-24 18:30:50.877925
Nashik,Nashik_Central,59.1,µg/m³,IN,"{'latitude': 28.71836231641475, 'longitude': 77.2282123592715}",2025-10-24 18:30:50.877925
Faridabad,Faridabad_Central,158.7,µg/m³,IN,"{'latitude': 28.62926540001955, 'longitude': 77.1341773446761}",2025-10-24 18:30:50.877925
Delhi,Delhi_Central,165.9,µg/m³,IN,"{'latitude': 28.416138861957215, 'longitude': 77.2820825978284}",2025-10-24 19:30:50.877925
Mumbai,Mumbai_Central,133.2,µg/m³,IN,"{'latitude': 28.56992596259487, 'longitude': 77.11539369366066}",2025-10-24 19:30:50.877925
Kolkata,Kolkata_Central,59.0,µg/m³,IN,"{'latitude': 28.695766809558492, 'longitude': 77.23814169193317}",2025-10-24 19:30:50.877925
Chennai,Chennai_Central,58.9,µg/m³,IN,"{'latitude': 28.674617702251883, 'longitude': 77.22214060391684}",2025-10-24 19:30:50.877925
Bangalore,Bangalore_Central,44.3,µg/m³,IN,"{'latitude': 28.60174844712689, 'longitude': 77.29222848723856}",2025-10-24 19:30:50.877925
